,Survived,Pclass,Age,SibSp,Parch,Fare,Cabin,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
724,0.0,3.0,20.0,0.0,0.0,8.6625,0,0,1,0,0,1
725,1.0,2.0,30.0,3.0,0.0,21.0,0,1,0,0,0,1
726,1.0,3.0,21.0,0.0,0.0,7.7375,0,1,0,0,1,0
727,0.0,2.0,25.0,1.0,0.0,26.0,0,0,1,0,0,1
728,0.0,3.0,25.0,1.0,0.0,7.925,0,1,0,0,0,1
729,1.0,1.0,29.0,0.0,0.0,211.3375,1,1,0,0,0,1
730,0.0,3.0,11.0,0.0,0.0,18.7875,0,0,1,1,0,0
731,0.0,2.0,30.0,0.0,0.0,0.0,0,0,1,0,0,1
732,0.0,2.0,23.0,0.0,0.0,13.0,0,0,1,0,0,1
733,0.0,2.0,23.0,0.0,0.0,13.0,0,0,1,0,0,1
734,0.0,3.0,28.5,0.0,0.0,16.1,0,0,1,0,0,1
735,0.0,3.0,48.0,1.0,3.0,34.375,0,1,0,0,0,1
736,1.0,1.0,35.0,0.0,0.0,512.3292,1,0,1,1,0,0
737,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,0,0,1
738,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,0,0,1
739,1.0,1.0,30.0,0.0,0.0,30.0,1,0,1,0,0,1
740,0.0,1.0,36.0,1.0,0.0,78.85,1,0,1,0,0,1
741,1.0,1.0,21.0,2.0,2.0,262.375,1,1,0,1,0,0
742,0.0,3.0,24.0,1.0,0.0,16.1,0,0,1,0,0,1
743,1.0,3.0,31.0,0.0,0.0,7.925,0,0,1,0,0,1
744,0.0,1.0,70.0,1.0,1.0,71.0,1,0,1,0,0,1
745,0.0,3.0,16.0,1.0,1.0,20.25,0,0,1,0,0,1
746,1.0,2.0,30.0,0.0,0.0,13.0,0,1,0,0,0,1
747,0.0,1.0,19.0,1.0,0.0,53.1,1,0,1,0,0,1
748,0.0,3.0,31.0,0.0,0.0,7.75,0,0,1,0,1,0
749,1.0,2.0,4.0,1.0,1.0,23.0,0,1,0,0,0,1
750,1.0,3.0,6.0,0.0,1.0,12.475,1,0,1,0,0,1
751,0.0,3.0,33.0,0.0,0.0,9.5,0,0,1,0,0,1
752,0.0,3.0,23.0,0.0,0.0,7.8958,0,0,1,0,0,1
753,1.0,2.0,48.0,1.0,2.0,65.0,0,1,0,0,0,1
754,1.0,2.0,0.67,1.0,1.0,14.5,0,0,1,0,0,1
755,0.0,3.0,28.0,0.0,0.0,7.7958,0,0,1,0,0,1
756,0.0,2.0,18.0,0.0,0.0,11.5,0,0,1,0,0,1
757,0.0,3.0,34.0,0.0,0.0,8.05,0,0,1,0,0,1
758,1.0,1.0,33.0,0.0,0.0,86.5,1,1,0,0,0,1
759,0.0,3.0,30.0,0.0,0.0,14.5,0,0,1,0,0,1
760,0.0,3.0,41.0,0.0,0.0,7.125,0,0,1,0,0,1
761,1.0,3.0,20.0,0.0,0.0,7.2292,0,0,1,1,0,0
762,1.0,1.0,36.0,1.0,2.0,120.0,1,1,0,0,0,1
763,0.0,3.0,16.0,0.0,0.0,7.775,0,0,1,0,0,1
764,1.0,1.0,51.0,1.0,0.0,77.9583,1,1,0,0,0,1
765,0.0,1.0,30.0,0.0,0.0,39.6,0,0,1,1,0,0
766,0.0,3.0,30.5,0.0,0.0,7.75,0,1,0,0,1,0
767,0.0,3.0,30.0,1.0,0.0,24.15,0,0,1,0,1,0
768,0.0,3.0,32.0,0.0,0.0,8.3625,0,0,1,0,0,1
769,0.0,3.0,24.0,0.0,0.0,9.5,0,0,1,0,0,1
770,0.0,3.0,48.0,0.0,0.0,7.8542,0,0,1,0,0,1
771,0.0,2.0,57.0,0.0,0.0,10.5,1,1,0,0,0,1
772,0.0,3.0,30.0,0.0,0.0,7.225,0,0,1,1,0,0
773,1.0,2.0,54.0,1.0,3.0,23.0,0,1,0,0,0,1
774,0.0,3.0,18.0,0.0,0.0,7.75,0,0,1,0,0,1
775,0.0,3.0,30.0,0.0,0.0,7.75,1,0,1,0,1,0
776,1.0,3.0,5.0,0.0,0.0,12.475,0,1,0,0,0,1
777,0.0,3.0,30.0,0.0,0.0,7.7375,0,0,1,0,1,0
778,1.0,1.0,43.0,0.0,1.0,211.3375,1,1,0,0,0,1
779,1.0,3.0,13.0,0.0,0.0,7.2292,0,1,0,1,0,0
780,1.0,1.0,17.0,1.0,0.0,57.0,1,1,0,0,0,1
781,0.0,1.0,29.0,0.0,0.0,30.0,1,0,1,0,0,1
782,0.0,3.0,30.0,1.0,2.0,23.45,0,0,1,0,0,1
783,0.0,3.0,25.0,0.0,0.0,7.05,0,0,1,0,0,1
784,0.0,3.0,25.0,0.0,0.0,7.25,0,0,1,0,0,1
785,1.0,3.0,18.0,0.0,0.0,7.4958,0,1,0,0,0,1
786,0.0,3.0,8.0,4.0,1.0,29.125,0,0,1,0,1,0
787,1.0,3.0,1.0,1.0,2.0,20.575,0,0,1,0,0,1
788,0.0,1.0,46.0,0.0,0.0,79.2,1,0,1,1,0,0
789,0.0,3.0,30.0,0.0,0.0,7.75,0,0,1,0,1,0
790,0.0,2.0,16.0,0.0,0.0,26.0,0,0,1,0,0,1
791,0.0,3.0,21.0,8.0,2.0,69.55,0,1,0,0,0,1
792,0.0,1.0,30.0,0.0,0.0,30.6958,0,0,1,1,0,0
793,0.0,3.0,25.0,0.0,0.0,7.8958,0,0,1,0,0,1
794,0.0,2.0,39.0,0.0,0.0,13.0,0,0,1,0,0,1
795,1.0,1.0,49.0,0.0,0.0,25.9292,1,1,0,0,0,1
796,1.0,3.0,31.0,0.0,0.0,8.6833,0,1,0,0,0,1
797,0.0,3.0,30.0,0.0,0.0,7.2292,0,0,1,1,0,0
798,0.0,3.0,30.0,1.0,1.0,24.15,0,1,0,0,0,1
799,0.0,2.0,34.0,0.0,0.0,13.0,0,0,1,0,0,1
800,1.0,2.0,31.0,1.0,1.0,26.25,0,1,0,0,0,1
801,1.0,1.0,11.0,1.0,2.0,120.0,1,0,1,0,0,1
802,1.0,3.0,0.42,0.0,1.0,8.5167,0,0,1,1,0,0
803,1.0,3.0,27.0,0.0,0.0,6.975,0,0,1,0,0,1
804,0.0,3.0,31.0,0.0,0.0,7.775,0,0,1,0,0,1
805,0.0,1.0,39.0,0.0,0.0,0.0,1,0,1,0,0,1
806,0.0,3.0,18.0,0.0,0.0,7.775,0,1,0,0,0,1
807,0.0,2.0,39.0,0.0,0.0,13.0,0,0,1,0,0,1
808,1.0,1.0,33.0,1.0,0.0,53.1,1,1,0,0,0,1
809,0.0,3.0,26.0,0.0,0.0,7.8875,0,0,1,0,0,1
810,0.0,3.0,39.0,0.0,0.0,24.15,0,0,1,0,0,1
811,0.0,2.0,35.0,0.0,0.0,10.5,0,0,1,0,0,1
812,0.0,3.0,6.0,4.0,2.0,31.275,0,1,0,0,0,1
813,0.0,3.0,30.5,0.0,0.0,8.05,0,0,1,0,0,1
814,0.0,1.0,30.0,0.0,0.0,0.0,1,0,1,0,0,1
815,0.0,3.0,23.0,0.0,0.0,7.925,0,1,0,0,0,1
816,0.0,2.0,31.0,1.0,1.0,37.0042,0,0,1,1,0,0
817,0.0,3.0,43.0,0.0,0.0,6.45,0,0,1,0,0,1
818,0.0,3.0,10.0,3.0,2.0,27.9,0,0,1,0,0,1
819,1.0,1.0,52.0,1.0,1.0,93.5,1,1,0,0,0,1
820,1.0,3.0,27.0,0.0,0.0,8.6625,0,0,1,0,0,1
821,0.0,1.0,38.0,0.0,0.0,0.0,0,0,1,0,0,1
822,1.0,3.0,27.0,0.0,1.0,12.475,1,1,0,0,0,1
823,0.0,3.0,2.0,4.0,1.0,39.6875,0,0,1,0,0,1
824,0.0,3.0,30.0,0.0,0.0,6.95,0,0,1,0,1,0
825,0.0,3.0,30.0,0.0,0.0,56.4958,0,0,1,0,0,1
826,1.0,2.0,1.0,0.0,2.0,37.0042,0,0,1,1,0,0
827,1.0,3.0,30.0,0.0,0.0,7.75,0,0,1,0,1,0
828,1.0,3.0,15.0,1.0,0.0,14.4542,0,1,0,1,0,0
829,1.0,2.0,0.83,1.0,1.0,18.75,0,0,1,0,0,1
830,0.0,3.0,30.0,0.0,0.0,7.2292,0,0,1,1,0,0
831,0.0,3.0,23.0,0.0,0.0,7.8542,0,0,1,0,0,1
832,0.0,3.0,18.0,0.0,0.0,8.3,0,0,1,0,0,1
833,1.0,1.0,39.0,1.0,1.0,83.1583,1,1,0,1,0,0
834,0.0,3.0,21.0,0.0,0.0,8.6625,0,0,1,0,0,1
835,0.0,3.0,30.0,0.0,0.0,8.05,0,0,1,0,0,1
836,1.0,3.0,32.0,0.0,0.0,56.4958,0,0,1,0,0,1
837,1.0,1.0,30.0,0.0,0.0,29.7,1,0,1,1,0,0
838,0.0,3.0,20.0,0.0,0.0,7.925,0,0,1,0,0,1
839,0.0,2.0,16.0,0.0,0.0,10.5,0,0,1,0,0,1
840,1.0,1.0,30.0,0.0,0.0,31.0,0,1,0,1,0,0
841,0.0,3.0,34.5,0.0,0.0,6.4375,0,0,1,1,0,0
842,0.0,3.0,17.0,0.0,0.0,8.6625,0,0,1,0,0,1
843,0.0,3.0,42.0,0.0,0.0,7.55,0,0,1,0,0,1
844,0.0,3.0,30.0,8.0,2.0,69.55,0,0,1,0,0,1
845,0.0,3.0,35.0,0.0,0.0,7.8958,0,0,1,1,0,0
846,0.0,2.0,28.0,0.0,1.0,33.0,0,0,1,0,0,1
847,1.0,1.0,35.0,1.0,0.0,89.1042,1,1,0,1,0,0
848,0.0,3.0,4.0,4.0,2.0,31.275,0,0,1,0,0,1
849,0.0,3.0,74.0,0.0,0.0,7.775,0,0,1,0,0,1
850,0.0,3.0,9.0,1.0,1.0,15.2458,0,1,0,1,0,0
851,1.0,1.0,16.0,0.0,1.0,39.4,1,1,0,0,0,1
852,0.0,2.0,44.0,1.0,0.0,26.0,0,1,0,0,0,1
853,1.0,3.0,18.0,0.0,1.0,9.35,0,1,0,0,0,1
854,1.0,1.0,45.0,1.0,1.0,164.8667,0,1,0,0,0,1
855,1.0,1.0,51.0,0.0,0.0,26.55,1,0,1,0,0,1
856,1.0,3.0,24.0,0.0,3.0,19.2583,0,1,0,1,0,0
857,0.0,3.0,30.0,0.0,0.0,7.2292,0,0,1,1,0,0
858,0.0,3.0,41.0,2.0,0.0,14.1083,0,0,1,0,0,1
859,0.0,2.0,21.0,1.0,0.0,11.5,0,0,1,0,0,1
860,1.0,1.0,48.0,0.0,0.0,25.9292,1,1,0,0,0,1
861,0.0,3.0,21.0,8.0,2.0,69.55,0,1,0,0,0,1
862,0.0,2.0,24.0,0.0,0.0,13.0,0,0,1,0,0,1
863,1.0,2.0,42.0,0.0,0.0,13.0,0,1,0,0,0,1
864,1.0,2.0,27.0,1.0,0.0,13.8583,0,1,0,1,0,0
865,0.0,1.0,31.0,0.0,0.0,50.4958,1,0,1,0,0,1
866,0.0,3.0,30.0,0.0,0.0,9.5,0,0,1,0,0,1
867,1.0,3.0,4.0,1.0,1.0,11.1333,0,0,1,0,0,1
868,0.0,3.0,26.0,0.0,0.0,7.8958,0,0,1,0,0,1
869,1.0,1.0,47.0,1.0,1.0,52.5542,1,1,0,0,0,1
870,0.0,1.0,33.0,0.0,0.0,5.0,1,0,1,0,0,1
871,0.0,3.0,47.0,0.0,0.0,9.0,0,0,1,0,0,1
872,1.0,2.0,28.0,1.0,0.0,24.0,0,1,0,1,0,0
873,1.0,3.0,15.0,0.0,0.0,7.225,0,1,0,1,0,0
874,0.0,3.0,20.0,0.0,0.0,9.8458,0,0,1,0,0,1
875,0.0,3.0,19.0,0.0,0.0,7.8958,0,0,1,0,0,1
876,0.0,3.0,30.0,0.0,0.0,7.8958,0,0,1,0,0,1
877,1.0,1.0,56.0,0.0,1.0,83.1583,1,1,0,1,0,0
878,1.0,2.0,25.0,0.0,1.0,26.0,0,1,0,0,0,1
879,0.0,3.0,33.0,0.0,0.0,7.8958,0,0,1,0,0,1
880,0.0,3.0,22.0,0.0,0.0,10.5167,0,1,0,0,0,1
881,0.0,2.0,28.0,0.0,0.0,10.5,0,0,1,0,0,1
882,0.0,3.0,25.0,0.0,0.0,7.05,0,0,1,0,0,1
883,0.0,3.0,39.0,0.0,5.0,29.125,0,1,0,0,1,0
884,0.0,2.0,27.0,0.0,0.0,13.0,0,0,1,0,0,1
885,1.0,1.0,19.0,0.0,0.0,30.0,1,1,0,0,0,1
886,0.0,3.0,21.0,1.0,2.0,23.45,0,1,0,0,0,1
887,1.0,1.0,26.0,0.0,0.0,30.0,1,0,1,1,0,0
888,0.0,3.0,32.0,0.0,0.0,7.75,0,0,1,0,1,0
